CONS_NO,CHK_STATE
7557763457,1
353003052,1
8930522160,1
5872693257,1
358720055,1
4568110055,1
6805510022,1
6048908250,1
5581923300,1
8945710085,1
231322470,1
2863700315,1
3411040211,1
108540250,1
7662040321,1
1311810441,1
4552368157,1
2035916903,1
5844830055,1
8277103016,1
3731110094,1
473816341,1
289910065,1
548908250,1
416402470,1
4222010085,1
9671007195,1
6710309032,1
4104280051,1
8661203016,1
5635482157,1
4920910055,1
6003614241,1
4327920085,1
1943212470,1
6648908250,1
2400918250,1
5408706057,1
6821205535,1
155831157,1
6423090570,1
2274102210,1
4790929250,1
7707354383,1
3283300180,1
6072002016,1
7431928250,1
938110055,1
6940904032,1
2653003052,1
1015908250,1
7908086020,1
3381610094,1
8821140055,1
6077810160,1
5162002016,1
6062100051,1
1618340055,1
6100473666,1
2231100023,1
970934635,1
4405732141,1
6316036180,1
1536575657,1
247940055,1
6030069100,1
8023418250,1
6943020324,1
7729908250,1
2483840250,1
861002270,1
7251007084,1
5240939250,1
975038635,1
3627186020,1
1623020324,1
502032735,1
8324108016,1
1588900851,1
6444020022,1
6046450250,1
8777090257,1
3981910055,1
1171011052,1
121031635,1
3140109032,1
5721005025,1
9632657657,1
1448908250,1
4610968250,1
4795460250,1
2276066020,1
711011052,1
8051367020,1
5070003052,1
8390079100,1
6181203314,1
5822230065,1
461601257,1
7390728457,1
9773720055,1
4513350055,1
371035735,1
3427010062,1
3013015570,1
7490922373,1
5341007116,1
5150503666,1
275031635,1
6517904033,1
818113100,1
400437735,1
8100020055,1
4813820055,1
244010055,1
5236072357,1
436619157,1
3719310457,1
4385050211,1
5432440062,0
3015430160,0
280299400,0
4125702160,0
211903141,0
4080100023,0
3620014383,0
4135103116,0
7601903141,0
5024314033,0
1200009393,0
5744314033,0
7194430160,0
9822440062,0
4017989541,0
7301020324,0
2553212470,0
8381764383,0
280924383,0
3507865057,0
1762100051,0
7524314033,0
5576989541,0
9385010033,0
6573498057,0
9158976557,0
5776989541,0
4170100023,0
9149004100,0
6540009393,0
8741924383,0
483011370,0
9841924383,0
7745002535,0
1472175157,0
2628004100,0
8065109393,0
9122020324,0
8028589100,0
9983764383,0
1223989541,0
2184810457,0
3755096020,0
9088589100,0
5994430160,0
5663212470,0
8045430160,0
1611299400,0
4790312070,0
7618589100,0
7738589100,0
8065096020,0
5647110033,0
8462826657,0
1795010033,0
5174189541,0
3619310557,0
9890020324,0
1325430160,0
1652100051,0
3832440062,0
3574810457,0
3450112070,0
3080299400,0
477677903,0
3194613100,0
1578004100,0
2241058330,0
4615430160,0
9295810457,0
6472100051,0
6441020324,0
3280924383,0
8159009393,0
5544314033,0
7000840170,0
9431020324,0
1102020324,0
1511346557,0
7300240170,0
9140203016,0
6456514033,0
130581700,0
1802109393,0
7658004100,0
3936009393,0
7429014383,0
8117110033,0
5917989541,0
8915430160,0
8422020324,0
2268589100,0
6292300023,0
3237809057,0
470009393,0
3842440062,0
1804314033,0
181100023,0
212020324,0
7501903141,0
1194403160,0
900840170,0
5085709057,0
7239098057,0
9352009393,0
5731020324,0
7590020324,0
7231903141,0
8721764383,0
7340700316,0
8756647157,0
7356009393,0
3814968250,0
5384430160,0
5820581700,0
8620910570,0
3864430160,0
3550203016,0
7812058330,0
9278589100,0
8625702160,0
2130158257,0
8620014383,0
7020581700,0
5102440062,0
8774430160,0
1905430160,0
3601069541,0
9462100051,0
8202212470,0
6674810457,0
931020324,0
9927109393,0
8760114383,0
8715430160,0
6601299400,0
5024280051,0
1227069541,0
3354968250,0
2248589100,0
6499019057,0
2758004100,0
3438004100,0
821903141,0
5502020324,0
8701299400,0
1961100023,0
1024071357,0
4700910570,0
5378589100,0
8225430160,0
1717989541,0
821058330,0
8014968250,0
6384764383,0
3058411370,0
7895810457,0
3020840170,0
5402924383,0
985110033,0
1683280051,0
9514968250,0
8345109393,0
3935430160,0
3405430160,0
6400581700,0
3989246557,0
5802924383,0
2185096020,0
7975150250,0
1205047535,0
3501020324,0
9701020324,0
5184186020,0
7135702160,0
6561285557,0
9552100051,0
230100023,0
352924383,0
3544209557,0
4770510457,0
9591011370,0
5705810457,0
1678589100,0
1101903141,0
821101270,0
3828809057,0
414968250,0
5082100023,0
5640009393,0
1011764383,0
4840203016,0
2961288257,0
5641058330,0
1541903141,0
7928589100,0
1325103116,0
7576989541,0
9309809057,0
1226047535,0
701510457,0
5604314033,0
7530711370,0
2788009393,0
1020910570,0
9124314033,0
521020324,0
6892100023,0
725103116,0
2315399535,0
3165096020,0
1178004100,0
5004280051,0
4214314033,0
215430160,0
6901903141,0
758004100,0
2764430160,0
3910581700,0
3355010033,0
1114280051,0
5883764383,0
575110033,0
7905103116,0
4450988057,0
3547199700,0
1671100023,0
9509150557,0
6786006541,0
9174430160,0
7217110033,0
4153212470,0
3446110033,0
9793314033,0
256110033,0
9400112070,0
6955810457,0
2386109393,0
6788004100,0
6202399535,0
2306923757,0
4152100051,0
3272009393,0
6510840170,0
182100023,0
8186989541,0
7760001157,0
8730581700,0
6730198057,0
5019009393,0
3721764383,0
9005319535,0
7812109393,0
7405319535,0
2832440062,0
1029259057,0
8302399535,0
8534109393,0
2120910570,0
5645430160,0
8844319535,0
8912623157,0
7812020324,0
9458589100,0
1412020324,0
7402924383,0
6645050657,0
7327110033,0
2415319535,0
2211100023,0
3330910570,0
1855010033,0
2031299400,0
8412440062,0
8446110033,0
501020324,0
4820581700,0
2915702160,0
6433210033,0
2870294457,0
5572100051,0
9445010033,0
7721903141,0
8702440062,0
1628004100,0
5264199800,0
3625103116,0
7110110033,0
3358004100,0
2996069541,0
2880112070,0
3715702160,0
9568589100,0
9230581700,0
5974968250,0
9635103116,0
2540310023,0
6638004100,0
8150203016,0
7430340170,0
2881006541,0
3001299400,0
3123667457,0
7970924383,0
7870299400,0
1130910570,0
5575096020,0
2230910570,0
575809057,0
7978589100,0
1505319535,0
3510941357,0
7031764383,0
2525702160,0
2510840170,0
301299400,0
25399535,0
3993280051,0
4538004100,0
5550203016,0
520840170,0
6610910570,0
9558109393,0
472100023,0
5146804457,0
258004100,0
1603212470,0
1280299400,0
7860203016,0
2300910570,0
6650700060,0
5774430160,0
3401903141,0
5697002535,0
6091020324,0
7768794457,0
3410509057,0
5715399535,0
679130457,0
2906110033,0
1978589100,0
505319535,0
9641020324,0
2570112070,0
9361203016,0
131020324,0
6113298057,0
5710581700,0
6511299400,0
6614968250,0
3364968250,0
4252100051,0
7021903141,0
5805319535,0
676989541,0
5503212470,0
9699047535,0
8744314033,0
9439004100,0
7242440062,0
3149004100,0
7500147535,0
6753700316,0
3384968250,0
2628589100,0
8889000023,0
6216110033,0
8448589100,0
9842714033,0
4374430160,0
5999010033,0
3820910570,0
843212470,0
5589990157,0
5900009393,0
8784613100,0
9221058330,0
4507069541,0
4204314033,0
264968250,0
8072100051,0
7470100023,0
7093409057,0
7142440062,0
1497611370,0
6814314033,0
6310940541,0
8325399535,0
4212020324,0
3868589100,0
5708972457,0
5634109393,0
7328589100,0
5009019057,0
7321058330,0
3241903141,0
2014280051,0
1229432557,0
9690120541,0
5400840170,0
5942440062,0
3108503457,0
2921058330,0
31398057,0
7178004100,0
5335702160,0
5970020324,0
2293280051,0
5403071257,0
7917989541,0
6653212470,0
4818589100,0
7793280051,0
7878589100,0
3631100541,0
1767809057,0
410581700,0
10581700,0
2131903141,0
1164968250,0
4889990157,0
9645702160,0
765096020,0
5126047535,0
4738589100,0
2352100051,0
5704968250,0
4291020324,0
6670294457,0
9418060541,0
9714280051,0
9904968250,0
1663812160,0
2288909057,0
5132440062,0
3578709393,0
9096889557,0
3407069541,0
181510457,0
5163212470,0
8940399457,0
4392961257,0
6301299400,0
7932609057,0
799047535,0
5430581700,0
351199541,0
6025430160,0
32020324,0
9124058330,0
3131020324,0
8011069541,0
8612020324,0
1791020324,0
2188010033,0
7225702160,0
4599541357,0
8965096020,0
6401372357,0
6625399535,0
6904314033,0
4709660257,0
7927109393,0
6851050033,0
5378010033,0
2670299400,0
7621903141,0
584430160,0
9331903141,0
5638004100,0
1863209951,0
7002212470,0
8801294457,0
9401903141,0
6080014383,0
3860203016,0
5924314033,0
7138589100,0
7662100051,0
4110910570,0
6579002535,0
3418578257,0
835058330,0
892100023,0
7646009393,0
7037069541,0
3490764383,0
3194058057,0
1942440062,0
5770924383,0
2521903141,0
5568883357,0
4904280051,0
4452100051,0
9939004100,0
6585110033,0
298263457,0
2037069541,0
2228589100,0
3091500316,0
1154968250,0
4835010033,0
4702020324,0
594430160,0
3501069541,0
8424178257,0
5800669457,0
2741100023,0
1417989541,0
8515103116,0
6770014383,0
2602212470,0
3670100023,0
773212470,0
2692100023,0
210581700,0
9590299400,0
8982988057,0
5962100051,0
5232020324,0
7700840170,0
4066682457,0
1488589100,0
8922440062,0
9381100023,0
8912020324,0
2647110033,0
984968250,0
1332440062,0
3525702160,0
500147535,0
2193280051,0
2799498057,0
3771817657,0
9422440062,0
2195109393,0
9269509057,0
5781020324,0
1080924383,0
4341764383,0
8927069541,0
9169550250,0
6268589100,0
8958589100,0
1000009393,0
1710581700,0
8102212470,0
7602020324,0
871203016,0
4687020557,0
7567111370,0
3892398057,0
9302020324,0
522440062,0
4448814033,0
2999047535,0
5506005535,0
684109393,0
2445702160,0
4311319057,0
700910570,0
3810581700,0
3392300023,0
1615309951,0
569014383,0
8274430160,0
2034280051,0
9204609057,0
864430160,0
4122809057,0
505109393,0
7732610457,0
5033845457,0
620910570,0
7802440062,0
1714314033,0
4721020324,0
5242440062,0
9074430160,0
2517968250,0
1941924383,0
9570299400,0
3920840170,0
6511903141,0
2658589100,0
8100240170,0
5184430160,0
6714314033,0
3700910570,0
3710581700,0
2094613100,0
1051924383,0
8788004100,0
6996843157,0
8172100023,0
5485010033,0
5244891757,0
2670924383,0
6315389535,0
8661100023,0
855096020,0
9910840170,0
6506110033,0
621903141,0
1012440062,0
6360294457,0
8827109393,0
3340058330,0
7590299400,0
9131903141,0
1326047535,0
1922020324,0
3941403257,0
5120910570,0
4585110033,0
6766314033,0
1431020324,0
6552100051,0
4230910570,0
5024370757,0
5481020324,0
8131020324,0
920910570,0
4651203016,0
219709393,0
6700110033,0
2004280051,0
790020324,0
9200147535,0
318004100,0
4146810457,0
4380014383,0
7745430160,0
7523294457,0
5363001270,0
2884430160,0
6860510457,0
1330581700,0
5022020324,0
6004280051,0
6229246557,0
1861203016,0
4210840170,0
4356709057,0
4033939357,0
1174430160,0
314280051,0
4042583257,0
6821101270,0
921903141,0
3488589100,0
5135109393,0
4778004100,0
3324314033,0
389014383,0
5814280051,0
3458004100,0
2801299400,0
1507069541,0
9381409057,0
6811196020,0
1278004100,0
6000989541,0
3292300023,0
2225810457,0
4670299400,0
9150058330,0
6111069541,0
5910110541,0
7721764383,0
4510581700,0
2645702160,0
130398057,0
5370299400,0
6802440062,0
507069541,0
5543988057,0
1951510457,0
301312070,0
145430160,0
6817069541,0
4473186020,0
5831903141,0
5684430160,0
1876989541,0
1584968250,0
1111228457,0
1868951257,0
7142058330,0
1858589100,0
1870020324,0
8315399535,0
5031100023,0
9326232757,0
8430100023,0
9331071257,0
7840910570,0
1599047535,0
5300014383,0
6690299400,0
2104280051,0
3105319535,0
3661203016,0
8851203016,0
2603212470,0
9594430160,0
6405430160,0
525702160,0
7840100023,0
7794001270,0
9783280051,0
3658004100,0
4753212470,0
1381100023,0
3338001270,0
2550203016,0
6150203016,0
702399535,0
3537635657,0
5827069541,0
5680014383,0
1579593757,0
6084968250,0
1975096020,0
1389883257,0
9752924383,0
5176989541,0
201319057,0
7800110033,0
3900840170,0
4224314033,0
9287909057,0
6803100051,0
6376989541,0
2600009393,0
724280051,0
2274430160,0
8705430160,0
3104314033,0
3150203016,0
1525702160,0
7185096020,0
7890312070,0
399047535,0
9632020324,0
2259092357,0
9553212470,0
9692100023,0
9038004100,0
5121058330,0
4181020324,0
8511299400,0
1663212470,0
1135952657,0
1224314033,0
5131020324,0
6253212470,0
4502020324,0
8150058330,0
1331903141,0
4105430160,0
1585096020,0
8978589100,0
1990020324,0
7686069541,0
7462100051,0
8674430160,0
4202020324,0
240203016,0
3025103116,0
521812160,0
8435103116,0
9915430160,0
9451100023,0
7304314033,0
7700510457,0
8504314033,0
3823850250,0
6394430160,0
456933657,0
1015346657,0
6899047535,0
8179610023,0
5697203257,0
3402399535,0
3600002535,0
9817069541,0
4330340170,0
2840910570,0
4675110033,0
6550100023,0
6211903141,0
9747110033,0
21903141,0
7582505457,0
4704314033,0
4750203016,0
50203016,0
8249099800,0
3268010033,0
9415702160,0
1650112070,0
9364968250,0
9260203016,0
4013398057,0
4661203016,0
6606189057,0
1262809057,0
8002130541,0
5460203016,0
6472621457,0
4722440062,0
3843090157,0
3675109393,0
8075096020,0
3880100023,0
3996110033,0
6502399535,0
5962861157,0
6036779457,0
8814280051,0
9385110033,0
724314033,0
4428047535,0
3102212470,0
8514968250,0
2478077557,0
6432020324,0
6583280051,0
893280051,0
6214280051,0
7215319535,0
3570294457,0
2140203016,0
6924280051,0
8440058330,0
5036909057,0
2711903141,0
168589100,0
7285096020,0
4262100051,0
9815715657,0
200147535,0
3075058330,0
641058330,0
8990299400,0
3258004100,0
6810581700,0
6211281157,0
6901598057,0
8015430160,0
8203809057,0
922440062,0
368589100,0
8311069541,0
2804314033,0
6838004100,0
476989541,0
9989109393,0
7517989541,0
5315103116,0
8621050033,0
8551203016,0
8738004100,0
1441203016,0
827282357,0
3206010033,0
4130910570,0
2039495057,0
3310581700,0
5324280051,0
5594810457,0
7920581700,0
6501020324,0
1610581700,0
3543976157,0
7901069541,0
6704314033,0
7970114383,0
2545702160,0
4920581700,0
9794430160,0
1480014383,0
6514314033,0
5951140541,0
146009393,0
1159009393,0
6265096020,0
6802510457,0
8786069541,0
5303988057,0
840100023,0
4928004100,0
6688794457,0
3172153457,0
6636109393,0
1531903141,0
7925103116,0
3130581700,0
642440062,0
6041100023,0
755096020,0
5941203016,0
8486069541,0
9351203016,0
6696110033,0
2927010033,0
4594430160,0
5102212470,0
5891020324,0
1480299400,0
742314033,0
2815103116,0
8056788057,0
586810457,0
2397298057,0
3884810457,0
1868976557,0
8702924383,0
151100023,0
4745430160,0
8620693257,0
1125702160,0
2750203016,0
8500147535,0
8093104357,0
4405047535,0
3628004100,0
4124280051,0
1112440062,0
3919660657,0
6838069541,0
2805103116,0
1027989541,0
7161203016,0
2636954357,0
3249004100,0
9310840170,0
6224280051,0
9990299400,0
2527398057,0
8744273357,0
8500009393,0
5495810457,0
6534109393,0
3321903141,0
3984430160,0
9202212470,0
3531020324,0
7210581700,0
1356703157,0
7445702160,0
7923209951,0
5938589100,0
2821903141,0
8027407657,0
1985096020,0
705178657,0
4190299400,0
1020230457,0
8455096020,0
141058330,0
4440058330,0
4400112070,0
3632020324,0
683280051,0
7885110033,0
6000581700,0
6736109393,0
5161203016,0
9105319535,0
1888004100,0
9622020324,0
2722440062,0
7418004100,0
1045709057,0
1200581700,0
3020910570,0
5114280051,0
4851100023,0
6090814033,0
6481020324,0
5119182757,0
8339004100,0
2884270357,0
1924314033,0
4091764383,0
6665096020,0
1530100023,0
9322058330,0
1811903141,0
3560203016,0
8942100051,0
9388589100,0
9314968250,0
8810910570,0
5540009393,0
9030581700,0
5510910570,0
9021903141,0
1481764383,0
7227110033,0
2453700157,0
815103116,0
9825702160,0
4368589100,0
7550112070,0
3273002535,0
525103116,0
4348976557,0
1575109393,0
4532440062,0
8764430160,0
1596810457,0
7484968250,0
3520840170,0
4050203016,0
383280051,0
3956714033,0
9401020324,0
940058330,0
5995586157,0
4990014383,0
7151924383,0
8184960457,0
4599047535,0
5228047535,0
9802440062,0
5490306541,0
4412020324,0
8062100051,0
1705319535,0
6104280051,0
6141020324,0
2041058330,0
5675110033,0
2921903141,0
1224058330,0
191020324,0
2538004100,0
9731020324,0
106810457,0
6025516357,0
8120910570,0
2532020324,0
8184430160,0
1514314033,0
391020324,0
6325430160,0
2560294457,0
2403212470,0
9241903141,0
9323110060,0
6812440062,0
1180299400,0
3741938157,0
2793280051,0
1065096020,0
331903141,0
3208563757,0
185109393,0
8731903141,0
7846009393,0
4603212470,0
6465096020,0
6000112070,0
1930203016,0
1627109951,0
4691020324,0
337109393,0
3125430160,0
9783294457,0
3683280051,0
1232020324,0
1435103116,0
2417989541,0
6498589100,0
2678589100,0
1604280051,0
8441924383,0
4741203016,0
5615430160,0
1732440062,0
1502399535,0
6635103116,0
2544029057,0
8558109393,0
3111020324,0
571203016,0
1722440062,0
7640910570,0
5780112070,0
135810457,0
6263212470,0
2896110033,0
8535010033,0
8567111370,0
9206010033,0
2454298057,0
7640203016,0
7161211370,0
4683280051,0
2912020324,0
771020324,0
6691001270,0
12809057,0
9205319535,0
7661203016,0
9905430160,0
392599357,0
9009400457,0
2760203016,0
6283280051,0
2591498057,0
7853437157,0
3211903141,0
9286989541,0
7314280051,0
2475110033,0
9231020324,0
9545702160,0
5644109393,0
9835210033,0
2050203016,0
6715702160,0
5509500316,0
6204280051,0
8361203016,0
1425430160,0
1728589100,0
6942100051,0
2281020324,0
1565096020,0
2135103116,0
2942100051,0
3732440062,0
1943810023,0
